PMY,Replicate,Halo,Halo_in
PMY2705,2.0,12.9870708,2.013
PMY2706,2.0,30.81069106666667,4.775666666666667
PMY2707,2.0,4.172034666666666,0.6466666666666667
PMY2708,2.0,26.5773662,4.1195
PMY2709,2.0,34.68595213333333,5.376333333333334
PMY2710,2.0,28.19564253333334,4.370333333333333
PMY2711,2.0,4.584937066666668,0.7106666666666667
PMY2712,2.0,8.546219466666665,1.3246666666666667
PMY2713,2.0,4.0387016000000004,0.626
PMY2714,2.0,12.7354584,1.974
PMY2715,2.0,22.219310400000005,3.4440000000000004
PMY2716,2.0,28.978436666666674,4.491666666666666
PMY2717,2.0,16.13330106666667,2.500666666666667
PMY2718,2.0,23.8354362,3.6944999999999997
PMY2719,2.0,37.3676672,5.792000000000001
PMY2720,2.0,31.825742800000008,4.933000000000001
PMY2721,2.0,17.851577200000005,2.767
PMY2722,2.0,8.679552533333332,1.3453333333333333
PMY2723,2.0,38.51820253333333,5.9703333333333335
PMY2724,2.0,43.03432253333334,6.670333333333333
PMY2725,2.0,8.120413866666668,1.2586666666666668
PMY2726,2.0,13.74405853333333,2.130333333333333
PMY2727,2.0,10.475247866666669,1.6236666666666668
PMY2728,2.0,31.15692693333333,4.8293333333333335
PMY2729,2.0,32.66014973333333,5.062333333333333
PMY2730,2.0,37.99562293333334,5.889333333333333
PMY2731,2.0,42.69453826666668,6.6176666666666675
PMY2732,2.0,19.679530533333335,3.050333333333333
PMY2733,2.0,4.770958200000002,0.7395
PMY2734,2.0,16.462332666666672,2.5516666666666667
PMY2735,2.0,20.858022800000008,3.2330000000000005
PMY2736,2.0,47.1353896,7.306
PMY2737,2.0,28.705318933333334,4.449333333333334
PMY2738,2.0,25.232207600000002,3.911
PMY2739,2.0,5.748375599999998,0.8909999999999997
PMY2740,2.0,5.356978533333335,0.8303333333333335
PMY2741,2.0,11.920406266666673,1.847666666666667
PMY2742,2.0,8.36342413333333,1.2963333333333331
PMY2743,2.0,35.99992800000001,5.580000000000001
PMY2744,2.0,21.292430533333334,3.300333333333333
PMY2745,2.0,22.673072933333337,3.5143333333333335
PMY2746,2.0,34.04294266666666,5.276666666666667
PMY2747,2.0,24.731133333333336,3.8333333333333335
PMY2748,2.0,7.0838568,1.098
PMY2749,2.0,16.901041466666666,2.619666666666667
PMY2750,2.0,10.832236400000003,1.6790000000000003
PMY2751,2.0,14.101047066666666,2.1856666666666666
PMY2752,2.0,10.066646533333337,1.5603333333333336
PMY2753,2.0,34.53326426666666,5.352666666666667
PMY2754,2.0,19.21286480000001,2.978
PMY2755,2.0,37.80207493333333,5.859333333333333
PMY2756,2.0,41.54400293333334,6.439333333333334
PMY2757,2.0,6.898910933333334,1.0693333333333335
PMY2758,2.0,18.236522666666666,2.8266666666666667
PMY2759,2.0,2.8903168000000004,0.448
PMY2760,2.0,7.2838564,1.129
PMY2761,2.0,27.866610933333337,4.319333333333334
PMY2762,2.0,27.025752400000002,4.189
PMY2763,2.0,28.0451052,4.347
PMY2764,2.0,35.3096068,5.473
PMY2765,2.0,3.3032192000000005,0.512
PMY2766,2.0,15.698893333333332,2.433333333333333
PMY2767,2.0,16.627923733333333,2.5773333333333333
PMY2768,2.0,2.3290276,0.361
PMY2769,2.0,39.810673066666666,6.1706666666666665
PMY2770,2.0,41.318196933333326,6.404333333333334
PMY2771,2.5,2.299995399999999,0.35649999999999993
PMY2772,2.0,17.236524666666668,2.671666666666667
PMY2773,2.0,3.1247249333333333,0.4843333333333333
PMY2774,2.0,19.346197866666667,2.9986666666666664
PMY2775,2.0,4.462356666666667,0.6916666666666668
PMY2776,2.0,8.369875733333332,1.2973333333333332
PMY2777,2.0,43.2192684,6.699000000000001
PMY2778,2.0,4.3354752,0.672
PMY2779,2.0,23.15049133333334,3.5883333333333334
PMY2780,2.0,32.765525866666664,5.078666666666667
PMY2781,2.0,4.3526794666666655,0.6746666666666666
PMY2782,2.0,26.79564533333334,4.153333333333333
PMY2783,2.0,40.606370399999996,6.2940000000000005
PMY2784,2.0,34.432189199999996,5.337
PMY2785,2.0,38.82572880000001,6.018000000000001
PMY2786,2.0,38.80637400000001,6.015000000000001
PMY2787,2.0,25.935432000000002,4.0200000000000005
PMY2788,2.0,2.963434933333333,0.4593333333333333
PMY2789,2.0,12.591372666666672,1.9516666666666669
PMY2790,2.0,40.88809026666666,6.337666666666666
PMY2791,2.0,8.995680933333334,1.3943333333333332
PMY2792,2.0,3.1483808000000004,0.488
PMY2793,2.0,42.46658173333334,6.582333333333334
PMY2794,2.0,24.39134906666667,3.7806666666666664
PMY2795,2.0,5.634397333333333,0.8733333333333334
PMY2796,2.0,19.556950133333338,3.031333333333334
PMY2797,2.0,9.206433200000001,1.4270000000000003
PMY2798,2.0,24.982745733333335,3.8723333333333336
PMY2799,2.0,12.9870708,2.013
PMY2800,2.0,6.870954,1.065
PMY2801,2.0,8.670950399999999,1.344
PMY2802,2.0,6.292460533333335,0.9753333333333334
PMY2803,2.0,26.61500053333334,4.125333333333334
PMY2804,2.0,8.486004533333334,1.3153333333333332
PMY2805,2.0,3.7978418666666673,0.5886666666666668
PMY2806,2.0,43.48163346666668,6.739666666666667
PMY2807,2.0,24.67306893333333,3.8243333333333336
PMY2808,2.0,22.027912933333326,3.414333333333333
PMY2809,2.0,41.735400399999996,6.469
PMY2810,2.0,5.3290216,0.826
PMY2811,2.0,34.30315720000001,5.317
PMY2812,2.0,3.2473053333333333,0.5033333333333333
PMY2813,2.0,3.2344021333333335,0.5013333333333333
PMY2814,2.0,34.74401653333334,5.385333333333333
PMY2815,2.0,6.038697600000001,0.9359999999999999
PMY2816,2.0,32.7838054,5.0815
PMY2817,2.0,42.90529053333332,6.650333333333333
PMY2818,2.0,12.346211866666668,1.9136666666666668
PMY2819,2.0,45.56550026666667,7.062666666666668
PMY2820,2.0,5.890310800000001,0.9129999999999999
PMY2821,2.0,37.75261266666667,5.851666666666667
PMY2822,2.0,34.860145333333335,5.403333333333333
PMY2823,2.0,33.58057800000002,5.205000000000001
PMY2824,2.0,8.862347866666665,1.3736666666666668
PMY2825,2.0,10.860193333333337,1.6833333333333336
PMY2826,2.0,32.66230026666667,5.062666666666666
PMY2827,2.0,5.804289466666665,0.8996666666666666
PMY2828,2.0,27.38274093333334,4.2443333333333335
PMY2829,2.0,8.645143999999998,1.3399999999999999
PMY2830,2.0,35.122510399999996,5.444
PMY2831,2.0,11.7290088,1.8179999999999998
PMY2832,2.0,20.830065866666665,3.228666666666667
PMY2833,2.0,5.150527333333335,0.7983333333333335
PMY2834,2.0,23.344039333333335,3.6183333333333327
PMY2835,2.0,24.584897066666663,3.810666666666666
PMY2836,2.0,3.738702200000001,0.5795
PMY2837,2.0,30.670906400000003,4.7540000000000004
PMY2838,2.0,9.974173600000002,1.546
PMY2839,2.0,4.249453866666666,0.6586666666666666
PMY2840,2.0,30.701013866666663,4.758666666666667
PMY2841,2.0,4.2903139999999995,0.6649999999999999
PMY2842,2.0,39.7160496,6.156
PMY2843,2.0,5.6537521333333345,0.8763333333333333
PMY2844,2.0,35.54831600000001,5.510000000000001
PMY2845,2.0,39.58486706666666,6.135666666666666
PMY2846,2.0,12.58492106666667,1.9506666666666668
PMY2847,2.0,36.64078693333334,5.679333333333333
PMY2848,2.0,35.888100266666655,5.562666666666666
PMY2849,2.0,27.53112773333334,4.267333333333333
PMY2850,2.0,7.630092266666665,1.1826666666666668
PMY2851,2.0,4.931172933333334,0.7643333333333334
PMY2852,2.0,41.1095952,6.372
PMY2853,2.0,40.2773388,6.242999999999999
PMY2854,2.0,23.759092266666663,3.6826666666666665
PMY2855,2.0,41.169810133333336,6.381333333333333
PMY2856,2.0,7.705360933333332,1.1943333333333332
PMY2857,2.0,9.387077999999999,1.4549999999999998
PMY2858,2.0,25.567690799999998,3.9629999999999996
PMY2859,2.0,20.580604,3.19
PMY2860,2.0,35.3289616,5.476
PMY2861,2.0,9.668797866666665,1.4986666666666668
PMY2862,2.0,6.333320666666667,0.9816666666666668
PMY2864,2.0,8.946218666666667,1.3866666666666667
PMY2865,2.0,4.1354755999999995,0.641
PMY2866,2.0,41.03432653333334,6.360333333333334
PMY2867,2.0,24.423607066666662,3.7856666666666663
PMY2868,2.0,31.3612276,4.861
PMY2869,2.0,3.419347999999999,0.5299999999999999
PMY2870,2.0,25.746185066666662,3.9906666666666664
PMY2871,2.0,10.888150266666669,1.6876666666666666
PMY2872,2.0,45.01066266666666,6.976666666666667
PMY2873,2.0,37.7483116,5.851
PMY2874,2.0,4.978484666666668,0.7716666666666666
PMY2875,2.0,22.744040533333337,3.5253333333333337
PMY2876,2.0,7.855898266666668,1.2176666666666667
PMY2877,2.0,31.08595933333333,4.818333333333333
PMY2878,2.0,31.344023333333325,4.858333333333333
PMY2879,2.0,15.513947466666664,2.4046666666666665
PMY2880,2.0,7.294609066666666,1.1306666666666667
PMY2881,2.0,44.52464213333333,6.9013333333333335
PMY2882,2.0,14.1419072,2.192
PMY2883,2.0,38.32035346666666,5.939666666666667
PMY2884,2.0,38.09239693333334,5.904333333333334
PMY2885,2.0,5.763429333333333,0.8933333333333332
PMY2886,2.0,28.81714666666667,4.466666666666666
PMY2887,2.0,4.937624533333334,0.7653333333333333
PMY2888,2.0,16.161258,2.5050000000000003
PMY2889,2.0,5.5956877333333335,0.8673333333333334
PMY2890,2.0,12.124706933333332,1.8793333333333333
PMY2891,2.0,29.509618399999994,4.574
PMY2892,2.0,32.79778386666666,5.083666666666667
PMY2893,2.0,7.313963866666667,1.1336666666666666
PMY2894,2.0,9.430088666666666,1.4616666666666667
PMY2895,2.0,19.322542000000006,2.9950000000000006
PMY2896,2.0,20.984904266666668,3.2526666666666664
PMY2897,2.0,6.9806312,1.082
PMY2898,2.0,25.53758333333333,3.9583333333333335
PMY2899,2.0,30.410691866666678,4.713666666666668
PMY2901,2.0,43.35905306666667,6.720666666666667
PMY2902,2.0,8.698907333333333,1.3483333333333334
PMY2903,2.0,9.808582533333333,1.5203333333333333
PMY2904,2.0,17.34405133333333,2.688333333333333
PMY2905,2.0,7.554823600000001,1.171
PMY2906,2.0,46.178402266666666,7.157666666666667
PMY2907,2.0,47.3934536,7.346
PMY2908,2.0,40.548306000000004,6.285
PMY2909,2.0,48.49882773333333,7.517333333333333
PMY2910,2.0,18.582758533333337,2.880333333333333
PMY2911,2.0,50.79774786666667,7.873666666666666
PMY2912,2.0,42.76550586666667,6.628666666666667
PMY2913,2.0,48.4773224,7.514
PMY2914,2.0,35.02358586666667,5.428666666666667
PMY2915,2.0,25.53758333333333,3.9583333333333335
PMY2916,2.0,21.88597773333333,3.392333333333333
PMY2917,2.0,19.2451228,2.983
PMY2918,2.0,25.290272,3.92
PMY2919,2.0,41.17196066666666,6.381666666666667
PMY2920,2.0,32.02359186666666,4.963666666666667
PMY2921,2.0,20.60210933333334,3.1933333333333334
PMY2922,2.0,47.759044266666656,7.402666666666666
PMY2923,2.0,23.07307213333333,3.576333333333333
PMY2924,2.0,27.083816799999994,4.1979999999999995
PMY2925,2.0,8.105360133333335,1.2563333333333333
PMY2926,2.0,35.8321864,5.553999999999999
PMY2927,2.0,38.767664399999994,6.009
PMY2928,2.0,21.842967066666667,3.385666666666667
PMY2929,2.0,33.91176013333334,5.256333333333333
PMY2930,2.0,6.225794,0.965
PMY2931,2.0,40.89024080000001,6.338000000000001
PMY2932,2.0,9.741916,1.5099999999999998
PMY2933,2.0,51.4063488,7.968
PMY2934,2.0,25.18919693333334,3.9043333333333337
PMY2935,2.0,49.72248120000001,7.707000000000001
PMY2936,2.0,34.46444720000001,5.342000000000001
PMY2937,2.0,6.6602017333333325,1.0323333333333333
PMY2938,2.0,10.337613733333333,1.6023333333333334
PMY2939,2.0,5.939773066666666,0.9206666666666665
PMY2940,2.0,44.64722253333333,6.920333333333333
