"";"Strains";"Replicate";"Day";"Area";"Mean";"Min";"Max";"cleared";"plate_coverage";"age";"date"
"971";"23";1;5;0,673;18670,568;91;65478;1;"smooth";"new";"10_14_2019"
"972";"23";2;5;0,604;20064,897;91;65454;1;"smooth";"old";"10_14_2019"
"973";"16";1;6;1,215;18177,242;17318;25907;1;"smooth";"new";"10_14_2019"
"974";"16";2;6;1,049;19490,982;18710;27390;1;"smooth";"old";"10_14_2019"
"975";"1";1;6;0,446;18727,525;17609;24290;1;"smooth";"new";"10_14_2019"
"976";"1";2;6;0,614;19824,924;19061;25381;1;"smooth";"old";"10_14_2019"
"977";"13";1;6;0,843;18172,707;17456;26085;1;"rough";"new";"10_14_2019"
"978";"13";2;6;1,148;19412,821;18790;27692;1;"smooth";"old";"10_14_2019"
"979";"10";1;6;1,403;18588,228;17392;24574;1;"smooth";"new";"10_14_2019"
"980";"10";2;6;1,466;19794,157;18817;27110;0;"smooth";"old";"10_14_2019"
"981";"9";1;6;0,321;19833,781;18153;23757;0;"smooth";"new";"10_14_2019"
"982";"9";2;6;0,714;20339,651;18791;26138;0;"smooth";"old";"10_14_2019"
"983";"23";1;6;1,171;18525,446;17758;25530;1;"smooth";"new";"10_14_2019"
"984";"23";2;6;0,755;19965,131;18875;27442;1;"smooth";"old";"10_14_2019"
"985";"16";1;7;1,766;18124,83;17319;25410;1;"smooth";"new";"10_14_2019"
"986";"16";2;7;1,64;19468,491;18635;27751;1;"smooth";"old";"10_14_2019"
"987";"1";1;7;0,599;18932,426;17624;23831;1;"smooth";"new";"10_14_2019"
"988";"1";2;7;0,879;19907,764;19097;25904;1;"smooth";"old";"10_14_2019"
"989";"13";1;7;1,285;18295,257;17365;28756;1;"rough";"new";"10_14_2019"
"990";"13";2;7;1,846;19496,136;18743;27614;1;"smooth";"old";"10_14_2019"
"991";"10";1;7;2,17;18657,271;17398;24683;1;"smooth";"new";"10_14_2019"
"992";"10";2;7;1,881;19844,997;18884;27661;0;"smooth";"old";"10_14_2019"
"993";"9";1;7;0,375;19850,616;18262;22918;0;"smooth";"new";"10_14_2019"
"994";"9";2;7;0,763;20408,399;19003;26729;0;"smooth";"old";"10_14_2019"
"995";"23";1;7;1,944;18556,669;17657;26267;1;"smooth";"new";"10_14_2019"
"996";"23";2;7;1,021;20115,882;18856;27640;1;"smooth";"old";"10_14_2019"
"997";"16";1;8;2,613;18156,143;17402;30754;1;"smooth";"new";"10_14_2019"
"998";"16";2;8;2,456;19471,151;18606;27105;1;"smooth";"old";"10_14_2019"
"999";"1";1;8;0,849;19091,24;17750;24621;1;"smooth";"new";"10_14_2019"
"1000";"1";2;8;1,218;19879,417;19079;27436;1;"smooth";"old";"10_14_2019"
"1001";"13";1;8;1,891;18877,491;8;65517;1;"rough";"new";"10_14_2019"
"1002";"13";2;8;2,726;19869,65;3;65534;1;"smooth";"old";"10_14_2019"
"1003";"10";1;8;3,239;19028,625;3;65533;1;"smooth";"new";"10_14_2019"
"1004";"10";2;8;2,496;20261,174;4;65533;0;"smooth";"old";"10_14_2019"
"1005";"9";1;8;0,435;19801,641;17184;22957;0;"smooth";"new";"10_14_2019"
"1006";"9";2;8;0,879;20278,296;18986;25812;0;"smooth";"old";"10_14_2019"
"1007";"23";1;8;3,084;18518,182;17514;26540;1;"smooth";"new";"10_14_2019"
"1008";"23";2;8;1,417;20059,764;18600;28712;1;"smooth";"old";"10_14_2019"
"1009";"16";1;9;3,689;18152,041;17200;26244;1;"smooth";"new";"10_14_2019"
"1010";"16";2;9;3,566;19455,569;16787;27597;1;"smooth";"old";"10_14_2019"
"1011";"1";1;9;1,136;19031,319;17619;24173;1;"smooth";"new";"10_14_2019"
"1012";"1";2;9;1,771;19731,868;18824;26480;1;"smooth";"old";"10_14_2019"
"1013";"13";1;9;2,796;18470,594;17366;29243;1;"rough";"new";"10_14_2019"
"1014";"13";2;9;3,924;19534,061;17920;26946;1;"smooth";"old";"10_14_2019"
"1015";"10";1;9;4,618;18767,044;16519;25460;1;"smooth";"new";"10_14_2019"
"1016";"10";2;9;3,263;19930,881;18801;28335;0;"smooth";"old";"10_14_2019"
"1017";"9";1;9;0,533;19834,353;18442;23040;0;"smooth";"new";"10_14_2019"
"1018";"9";2;9;1,088;20287,751;18923;27071;0;"smooth";"old";"10_14_2019"
"1019";"23";1;9;4,593;18575,575;15551;26509;1;"smooth";"new";"10_14_2019"
"1020";"23";2;9;1,883;19990,635;18515;29097;1;"smooth";"old";"10_14_2019"
"1021";"7";1;1;0,255;19402,348;18285;21317;0;"smooth";"new";"10_14_2019"
"1022";"7";2;1;0,184;20588,491;19575;22875;0;"smooth";"old";"10_14_2019"
"1023";"8";1;1;0,221;19440,725;17822;21651;0;"rough";"new";"10_14_2019"
"1024";"8";2;1;0,247;20461,397;18911;23815;0;"rough";"old";"10_14_2019"
"1025";"17";1;1;0,244;19230,266;17507;23527;0;"rough";"new";"10_14_2019"
"1026";"17";2;1;0,513;20413,744;18559;26465;0;"smooth";"old";"10_14_2019"
"1027";"6";1;1;0,245;19409,233;17749;24791;0;"rough";"new";"10_14_2019"
"1028";"6";2;1;0,59;20726,851;18726;27513;0;"smooth";"old";"10_14_2019"
"1029";"12";1;1;0,265;19246,328;18086;21710;0;"smooth";"new";"10_14_2019"
"1030";"12";2;1;0,773;20787,229;18785;24613;0;"smooth";"old";"10_14_2019"
"1031";"14";1;1;0,248;18639,795;17865;21545;0;"smooth";"new";"10_14_2019"
"1032";"14";2;1;0,798;21091,403;18641;28098;0;"smooth";"old";"10_14_2019"
"1033";"7";1;2;0,192;18837,691;18004;21069;0;"smooth";"new";"10_14_2019"
"1034";"7";2;2;0,187;20026,91;19398;22435;0;"smooth";"old";"10_14_2019"
"1035";"8";1;2;0,248;18470,646;17660;22834;0;"rough";"new";"10_14_2019"
"1036";"8";2;2;0,246;20133,208;19300;25898;0;"rough";"old";"10_14_2019"
"1037";"17";1;2;0,24;18746,031;17597;29594;0;"rough";"new";"10_14_2019"
"1038";"17";2;2;0,349;20090,808;18702;27739;0;"smooth";"old";"10_14_2019"
"1039";"6";1;2;0,163;18914,003;17773;24129;0;"rough";"new";"10_14_2019"
"1040";"6";2;2;0,595;20820,251;18984;27688;0;"smooth";"old";"10_14_2019"
"1041";"12";1;2;0,255;18492,24;16695;24360;0;"smooth";"new";"10_14_2019"
"1042";"12";2;2;0,761;20480,352;18823;26328;0;"smooth";"old";"10_14_2019"
"1043";"14";1;2;0,229;18123,46;17620;20838;1;"smooth";"new";"10_14_2019"
"1044";"14";2;2;0,794;21140,944;18883;28125;0;"smooth";"old";"10_14_2019"
"1045";"7";1;3;0,208;18696,342;17986;20821;0;"smooth";"new";"10_14_2019"
"1046";"7";2;3;0,186;19941,882;19289;22605;1;"smooth";"old";"10_14_2019"
"1047";"8";1;3;0,266;18444,546;17751;25127;1;"rough";"new";"10_14_2019"
"1048";"8";2;3;0,291;19780,846;19186;27081;1;"rough";"old";"10_14_2019"
"1049";"17";1;3;0,327;18349,757;17634;25606;1;"rough";"new";"10_14_2019"
"1050";"17";2;3;0,525;19459,952;59;65445;1;"smooth";"old";"10_14_2019"
"1051";"6";1;3;0,197;19331,684;18052;24301;0;"rough";"new";"10_14_2019"
"1052";"6";2;3;0,569;20552,449;19050;32231;0;"smooth";"old";"10_14_2019"
"1053";"12";1;3;0,318;17717,279;15256;25363;1;"smooth";"new";"10_14_2019"
"1054";"12";2;3;0,734;19582,751;18695;28608;0;"smooth";"old";"10_14_2019"
"1055";"14";1;3;0,234;18052,953;17474;22773;1;"smooth";"new";"10_14_2019"
"1056";"14";2;3;0,813;20999,804;18868;28801;0;"smooth";"old";"10_14_2019"
"1057";"7";1;4;0,239;18888,356;18064;23179;0;"smooth";"new";"10_14_2019"
"1058";"7";2;4;0,204;19985,922;19171;22223;1;"smooth";"old";"10_14_2019"
"1059";"8";1;4;0,309;18532,074;17815;23899;1;"rough";"new";"10_14_2019"
"1060";"8";2;4;0,361;19610,318;18956;27191;1;"rough";"old";"10_14_2019"
"1061";"17";1;4;0,476;18331,239;17773;26987;1;"rough";"new";"10_14_2019"
"1062";"17";2;4;0,736;19280,752;18667;27810;1;"smooth";"old";"10_14_2019"
"1063";"6";1;4;0,21;19532,267;18189;25028;0;"rough";"new";"10_14_2019"
"1064";"6";2;4;0,604;20214,409;18745;32439;0;"smooth";"old";"10_14_2019"
"1065";"12";1;4;0,491;17723,928;17055;25222;1;"smooth";"new";"10_14_2019"
"1066";"12";2;4;0,992;19273,07;18648;26968;1;"smooth";"old";"10_14_2019"
"1067";"14";1;4;0,269;18181,586;17417;23464;1;"smooth";"new";"10_14_2019"
"1068";"14";2;4;0,781;20804,217;18837;28680;0;"smooth";"old";"10_14_2019"
"1069";"7";1;5;0,259;19214,149;18097;21367;0;"smooth";"new";"10_14_2019"
"1070";"7";2;5;0,239;20159,319;19198;23190;1;"smooth";"old";"10_14_2019"
"1071";"8";1;5;0,39;18594,549;17944;24608;1;"rough";"new";"10_14_2019"
"1072";"8";2;5;0,472;19619,401;19068;27172;1;"rough";"old";"10_14_2019"
"1073";"17";1;5;0,753;18443,122;17759;26146;1;"rough";"new";"10_14_2019"
"1074";"17";2;5;1,046;19234,317;18684;27548;1;"smooth";"old";"10_14_2019"
"1075";"6";1;5;0,287;19594,069;18220;23843;0;"rough";"new";"10_14_2019"
"1076";"6";2;5;0,688;20139,627;19068;27494;0;"smooth";"old";"10_14_2019"
"1077";"12";1;5;0,843;17799,127;15578;25039;1;"smooth";"new";"10_14_2019"
"1078";"12";2;5;1,25;19219,255;18464;27901;1;"smooth";"old";"10_14_2019"
"1079";"14";1;5;0,312;18201,795;17492;23235;1;"smooth";"new";"10_14_2019"
"1080";"14";2;5;0,83;20371,914;18869;28708;0;"smooth";"old";"10_14_2019"
"1081";"7";1;6;0,293;19318,372;18199;21598;0;"smooth";"new";"10_14_2019"
"1082";"7";2;6;0,272;20189,049;19342;22690;1;"smooth";"old";"10_14_2019"
"1083";"8";1;6;0,512;18641,798;18003;24479;1;"rough";"new";"10_14_2019"
"1084";"8";2;6;0,661;19655,738;18921;26967;1;"rough";"old";"10_14_2019"
"1085";"17";1;6;1,246;18557,012;17824;28514;1;"rough";"new";"10_14_2019"
"1086";"17";2;6;1,52;19302,588;18696;28050;1;"smooth";"old";"10_14_2019"
"1087";"6";1;6;0,364;19724,041;18236;23473;0;"rough";"new";"10_14_2019"
"1088";"6";2;6;0,901;20248,076;18936;26244;0;"smooth";"old";"10_14_2019"
"1089";"12";1;6;1,41;17912,885;17006;26136;1;"smooth";"new";"10_14_2019"
"1090";"12";2;6;1,638;19338,294;18548;27765;1;"smooth";"old";"10_14_2019"
"1091";"14";1;6;0,357;18271,892;17488;21966;1;"smooth";"new";"10_14_2019"
"1092";"14";2;6;0,899;20180,133;19076;27634;0;"smooth";"old";"10_14_2019"
"1093";"7";1;7;0,311;19380,027;18269;21861;0;"smooth";"new";"10_14_2019"
"1094";"7";2;7;0,327;20246,899;19448;22567;0;"smooth";"old";"10_14_2019"
"1095";"8";1;7;0,725;18774,344;18083;24148;1;"rough";"new";"10_14_2019"
"1096";"8";2;7;0,946;19705,396;18994;27246;1;"rough";"old";"10_14_2019"
"1097";"17";1;7;1,966;18582,118;17462;29018;1;"rough";"new";"10_14_2019"
"1098";"17";2;7;2,214;19367,257;18575;28041;1;"smooth";"old";"10_14_2019"
"1099";"6";1;7;0,409;19796,177;18446;24590;0;"rough";"new";"10_14_2019"
"1100";"6";2;7;1,038;20265,098;19091;26309;0;"smooth";"old";"10_14_2019"
"1101";"12";1;7;2,24;17986,364;16942;25925;1;"smooth";"new";"10_14_2019"
"1102";"12";2;7;2,187;19469,409;18516;28378;1;"smooth";"old";"10_14_2019"
"1103";"14";1;7;0,41;18364,011;17528;22490;1;"smooth";"new";"10_14_2019"
"1104";"14";2;7;1,012;20181,892;18982;28444;0;"smooth";"old";"10_14_2019"
"1105";"7";1;8;0,367;19419,979;18304;21870;0;"smooth";"new";"10_14_2019"
"1106";"7";2;8;0,395;20304,979;19523;23373;0;"smooth";"old";"10_14_2019"
"1107";"8";1;8;0,977;18864,323;17988;24884;1;"rough";"new";"10_14_2019"
"1108";"8";2;8;1,369;19817,132;19058;26870;1;"rough";"old";"10_14_2019"
"1109";"17";1;8;3,047;18988,073;4;65533;1;"rough";"new";"10_14_2019"
"1110";"17";2;8;3,115;19771,274;7;65525;1;"smooth";"old";"10_14_2019"
"1111";"6";1;8;0,724;19868,771;18321;24207;0;"rough";"new";"10_14_2019"
"1112";"6";2;8;1,352;20743,365;3;65533;0;"smooth";"old";"10_14_2019"
"1113";"12";1;8;3,322;18061,145;15501;27361;1;"smooth";"new";"10_14_2019"
"1114";"12";2;8;2,907;19525,698;18335;28291;1;"smooth";"old";"10_14_2019"
"1115";"14";1;8;0,477;18457,289;17646;22502;1;"smooth";"new";"10_14_2019"
"1116";"14";2;8;1,139;20166,172;19040;27974;0;"smooth";"old";"10_14_2019"
"1117";"7";1;9;0,42;19394,693;18152;21809;0;"smooth";"new";"10_14_2019"
"1118";"7";2;9;0,476;20317,677;19409;23301;0;"smooth";"old";"10_14_2019"
"1119";"8";1;9;1,462;18929,563;17917;24592;1;"rough";"new";"10_14_2019"
"1120";"8";2;9;1,916;19737,76;18903;26564;1;"rough";"old";"10_14_2019"
"1121";"17";1;9;4,457;18868,026;7;65533;1;"rough";"new";"10_14_2019"
"1122";"17";2;9;4,243;19609,664;8;65517;1;"smooth";"old";"10_14_2019"
"1123";"6";1;9;0,816;19822,216;18184;23917;0;"rough";"new";"10_14_2019"
"1124";"6";2;9;1,634;20346,795;18006;26774;0;"smooth";"old";"10_14_2019"
"1125";"12";1;9;4,916;18079,423;14458;26413;1;"smooth";"new";"10_14_2019"
"1126";"12";2;9;3,809;19573,808;17584;28465;1;"smooth";"old";"10_14_2019"
"1127";"14";1;9;0,551;18523,837;17603;22227;1;"smooth";"new";"10_14_2019"
"1128";"14";2;9;1,185;20008,94;19011;28026;0;"smooth";"old";"10_14_2019"
"1129";"21";1;10;0,599;19719,152;18387;22555;0;"smooth";"new";"10_14_2019"
"1130";"21";2;10;0,658;21366,318;19759;24663;0;"smooth";"old";"10_14_2019"
"1131";"22";1;10;0,734;19695,754;18181;21949;0;"smooth";"new";"10_14_2019"
"1132";"22";2;10;0,764;20631,86;18340;27105;0;"rough";"old";"10_14_2019"
"1133";"19";1;10;0,736;18997,266;18099;26472;1;"rough";"new";"10_14_2019"
"1134";"19";2;10;1,036;19938,16;19144;26972;1;"smooth";"old";"10_14_2019"
"1135";"20";1;10;3,967;18231,161;16876;25563;1;"smooth";"new";"10_14_2019"
"1136";"20";2;10;2,26;19849,548;18963;27004;1;"rough";"old";"10_14_2019"
"1137";"18";1;10;6,736;18370,291;15448;29957;1;"smooth";"new";"10_14_2019"
"1138";"18";2;10;4,244;19663,534;18593;27596;1;"rough";"old";"10_14_2019"
"1139";"Kn99";1;10;2,47;20305,582;18400;27864;0;"smooth";"old";"10_14_2019"
"1140";"Kn99";2;10;1,927;20692,543;18794;29030;0;"smooth";"old";"10_14_2019"
"1141";"21";1;11;0,662;19744,936;18329;23143;0;"smooth";"new";"10_14_2019"
"1142";"21";2;11;0,754;21340,974;19658;23707;0;"smooth";"old";"10_14_2019"
"1143";"22";1;11;0,875;19686,794;18197;22336;0;"smooth";"new";"10_14_2019"
"1144";"22";2;11;0,811;20551,872;18321;26452;0;"rough";"old";"10_14_2019"
"1145";"19";1;11;0,919;19167,015;18157;25121;1;"rough";"new";"10_14_2019"
"1146";"19";2;11;1,24;19990,78;18993;27715;1;"smooth";"old";"10_14_2019"
"1147";"20";1;11;5,271;18406,886;16082;27376;1;"smooth";"new";"10_14_2019"
"1148";"20";2;11;2,937;20051,183;19028;27970;1;"rough";"old";"10_14_2019"
"1149";"18";1;11;8,047;18479,724;12891;30000;1;"smooth";"new";"10_14_2019"
"1150";"18";2;11;5,498;19728,476;17347;27598;1;"rough";"old";"10_14_2019"
"1151";"Kn99";1;11;2,721;20303,809;18517;27975;0;"smooth";"old";"10_14_2019"
"1152";"Kn99";2;11;2,375;20713,367;18759;29065;0;"smooth";"old";"10_14_2019"
"1153";"11";1;10;1,058;18906,858;17888;24881;1;"rough";"new";"10_14_2019"
"1154";"11";2;10;1,595;19768,998;18894;26115;1;"smooth";"old";"10_14_2019"
"1155";"15";1;10;5,699;18862,778;15652;36833;1;"rough";"new";"10_14_2019"
"1156";"15";2;10;5,274;19965,456;18409;27037;1;"smooth";"old";"10_14_2019"
"1157";"4";1;10;0,628;19949,905;43;65462;0;"smooth";"new";"10_14_2019"
"1158";"4";2;10;0,654;19978,995;75;65437;0;"smooth";"new";"10_14_2019"
"1159";"5";1;10;0,629;20679,931;124;65502;1;"smooth";"old";"10_14_2019"
"1160";"5";2;10;0,648;20382,119;99;65517;1;"rough";"old";"10_14_2019"
"1161";"2";1;10;1,746;18518,538;13573;25486;1;"rough";"new";"10_14_2019"
"1162";"2";2;10;2,089;19582,883;18773;28366;1;"rough";"old";"10_14_2019"
"1163";"3";1;10;1,367;18778,711;17790;26172;1;"smooth";"new";"10_14_2019"
"1164";"3";2;10;1,858;19659,036;18863;27070;1;"smooth";"old";"10_14_2019"
"1165";"11";1;11;1,256;18996,895;18052;24461;1;"rough";"new";"10_14_2019"
"1166";"11";2;11;1,972;19842,128;18915;27284;1;"smooth";"old";"10_14_2019"
"1167";"15";1;11;7,378;19054,345;14996;32482;1;"rough";"new";"10_14_2019"
"1168";"15";2;11;6,526;19968,621;16469;28974;1;"smooth";"old";"10_14_2019"
"1169";"4";1;11;0,708;20201,028;27;65533;0;"smooth";"new";"10_14_2019"
"1170";"4";2;11;0,737;20252,827;8;65534;0;"smooth";"new";"10_14_2019"
"1171";"5";1;11;0,726;21037,644;55;65534;1;"smooth";"old";"10_14_2019"
"1172";"5";2;11;0,807;20953,307;3;65530;1;"rough";"old";"10_14_2019"
"1173";"2";1;11;2,25;18533,17;11907;26240;1;"rough";"new";"10_14_2019"
"1174";"2";2;11;2,54;19632,19;18704;27865;1;"rough";"old";"10_14_2019"
"1175";"3";1;11;1,524;18878,274;17870;26124;1;"smooth";"new";"10_14_2019"
"1176";"3";2;11;2,024;19655,174;18872;27783;1;"smooth";"old";"10_14_2019"
"1177";"16";1;10;4,825;18242,156;15957;26339;1;"smooth";"new";"10_14_2019"
"1178";"16";2;10;4,746;19516,827;15679;27914;1;"smooth";"old";"10_14_2019"
"1179";"1";1;10;1,551;19174,273;17744;24607;1;"smooth";"new";"10_14_2019"
"1180";"1";2;10;2,411;19923,336;18418;25983;1;"smooth";"old";"10_14_2019"
"1181";"13";1;10;3,69;18596,681;17358;28883;1;"rough";"new";"10_14_2019"
"1182";"13";2;10;5,233;19548,214;15876;27443;1;"smooth";"old";"10_14_2019"
"1183";"10";1;10;6,061;18809,112;15049;26384;1;"smooth";"new";"10_14_2019"
"1184";"10";2;10;4,102;20135,643;17511;27676;1;"smooth";"old";"10_14_2019"
"1185";"9";1;10;0,6;19916,151;18572;22337;0;"smooth";"new";"10_14_2019"
"1186";"9";2;10;1,056;20323,584;19147;26090;0;"smooth";"old";"10_14_2019"
"1187";"23";1;10;6,112;18682,152;15403;28484;1;"smooth";"new";"10_14_2019"
"1188";"23";2;10;2,289;19988,923;18549;27961;1;"smooth";"old";"10_14_2019"
"1189";"16";1;11;6,136;18224,338;15490;30010;1;"smooth";"new";"10_14_2019"
"1190";"16";2;11;6,036;19472,413;15525;26565;1;"smooth";"old";"10_14_2019"
"1191";"1";1;11;2,059;19218,997;17712;25363;1;"smooth";"new";"10_14_2019"
"1192";"1";2;11;3,199;19897,717;18577;26790;1;"smooth";"old";"10_14_2019"
"1193";"13";1;11;4,978;18726,547;16663;29202;1;"rough";"new";"10_14_2019"
"1194";"13";2;11;6,511;19434,595;14079;27282;1;"smooth";"old";"10_14_2019"
"1195";"10";1;11;7,287;18891,072;14843;26847;1;"smooth";"new";"10_14_2019"
"1196";"10";2;11;5,101;20235,63;16675;28206;1;"smooth";"old";"10_14_2019"
"1197";"9";1;11;0,682;19933,429;18503;24743;0;"smooth";"new";"10_14_2019"
"1198";"9";2;11;1,163;20308,279;19098;26510;0;"smooth";"old";"10_14_2019"
"1199";"23";1;11;7,744;18742,47;13161;28791;1;"smooth";"new";"10_14_2019"
"1200";"23";2;11;3,06;19991,801;18499;28408;1;"smooth";"old";"10_14_2019"
"1201";"7";1;10;0,449;19572,16;18326;21905;0;"smooth";"new";"10_14_2019"
"1202";"7";2;10;0,578;20470,304;19527;23318;0;"smooth";"old";"10_14_2019"
"1203";"8";1;10;2,035;19182,633;18060;24685;1;"rough";"new";"10_14_2019"
"1204";"8";2;10;2,694;19864,178;18919;27388;1;"rough";"old";"10_14_2019"
"1205";"17";1;10;6,057;18747,554;15809;28762;1;"rough";"new";"10_14_2019"
"1206";"17";2;10;5,507;19558,932;15964;28025;1;"smooth";"old";"10_14_2019"
"1207";"6";1;10;1,069;19937,684;18338;26184;0;"rough";"new";"10_14_2019"
"1208";"6";2;10;1,866;20485,491;18143;26393;0;"smooth";"old";"10_14_2019"
"1209";"12";1;10;6,279;18057,91;14323;26116;1;"smooth";"new";"10_14_2019"
"1210";"12";2;10;4,857;19680,683;16483;28534;1;"smooth";"old";"10_14_2019"
"1211";"14";1;10;0,631;18661,197;17716;22783;1;"smooth";"new";"10_14_2019"
"1212";"14";2;10;1,318;20120,903;19146;28131;0;"smooth";"old";"10_14_2019"
"1213";"7";1;11;0,485;19612,604;18425;21818;0;"smooth";"new";"10_14_2019"
"1214";"7";2;11;0,691;20574,783;19548;23553;0;"smooth";"old";"10_14_2019"
"1215";"8";1;11;2,636;19240,083;18024;25171;1;"rough";"new";"10_14_2019"
"1216";"8";2;11;3,59;19913,593;18753;26941;1;"rough";"old";"10_14_2019"
"1217";"17";1;11;7,486;18682,487;14615;28977;1;"rough";"new";"10_14_2019"
"1218";"17";2;11;6,832;19621,046;15680;29564;1;"smooth";"old";"10_14_2019"
"1219";"6";1;11;1,141;19936,155;18321;24078;0;"rough";"new";"10_14_2019"
"1220";"6";2;11;2,131;20571,297;18304;26176;0;"smooth";"old";"10_14_2019"
"1221";"12";1;11;7,213;18288,816;11950;28870;1;"smooth";"new";"10_14_2019"
"1222";"12";2;11;6,033;19687,928;15704;28585;1;"smooth";"old";"10_14_2019"
"1223";"14";1;11;0,693;18722,89;17819;22166;1;"smooth";"new";"10_14_2019"
"1224";"14";2;11;1,444;20196,351;19095;28323;0;"smooth";"old";"10_14_2019"
"1225";"7";1;12;0,637;19814,14;18383;22208;0;"smooth";"new";"10_14_2019"
"1226";"7";2;12;0,857;20741,087;19563;24087;0;"smooth";"old";"10_14_2019"
"1227";"8";1;12;3,614;19594,632;24;65533;1;"rough";"new";"10_14_2019"
"1228";"8";2;12;4,843;20117,575;4;65533;1;"rough";"old";"10_14_2019"
"1229";"17";1;12;8,48;18873,38;13546;29536;1;"rough";"new";"10_14_2019"
"1230";"17";2;12;8,626;19714,63;6804;32156;1;"smooth";"old";"10_14_2019"
"1231";"6";1;12;1,626;19981,624;18177;26210;0;"rough";"new";"10_14_2019"
"1232";"6";2;12;2,546;20642,144;18844;26689;0;"smooth";"old";"10_14_2019"
"1233";"12";1;12;7,903;18809,328;3;65534;1;"smooth";"new";"10_14_2019"
"1234";"12";2;12;7,634;19755,561;4;65534;1;"smooth";"old";"10_14_2019"
"1235";"14";1;12;0,778;18804,797;17836;22892;1;"smooth";"new";"10_14_2019"
"1236";"14";2;12;1,62;20409,168;120;65534;0;"smooth";"old";"10_14_2019"
"1237";"11";1;12;1,546;19080,293;17966;27383;1;"rough";"new";"10_14_2019"
"1238";"11";2;12;2,474;19876,335;18690;26247;1;"smooth";"old";"10_14_2019"
"1239";"15";1;12;8,459;18951,286;13060;31170;1;"rough";"new";"10_14_2019"
"1240";"15";2;12;7,54;19757,452;10534;28870;1;"smooth";"old";"10_14_2019"
"1241";"4";1;12;0,875;19676,811;18266;24463;0;"smooth";"new";"10_14_2019"
"1242";"4";2;12;0,923;19706,081;18387;23657;0;"smooth";"new";"10_14_2019"
"1243";"5";1;12;0,814;20482,936;19596;23778;1;"smooth";"old";"10_14_2019"
"1244";"5";2;12;0,838;20391,424;19434;26174;1;"rough";"old";"10_14_2019"
"1245";"2";1;12;2,954;18468,076;9695;25823;1;"rough";"new";"10_14_2019"
"1246";"2";2;12;3,094;19659,427;18618;27690;1;"rough";"old";"10_14_2019"
"1247";"3";1;12;1,627;18929,568;17899;26030;1;"smooth";"new";"10_14_2019"
"1248";"3";2;12;2,254;19719,499;18801;27234;1;"smooth";"old";"10_14_2019"
"1249";"21";1;12;0,753;19787,91;18350;22258;0;"smooth";"new";"10_14_2019"
"1250";"21";2;12;0,904;21382,751;19671;24250;0;"smooth";"old";"10_14_2019"
"1251";"22";1;12;1,066;19702,02;18305;22952;0;"smooth";"new";"10_14_2019"
"1252";"22";2;12;0,978;20369,076;18053;25489;0;"rough";"old";"10_14_2019"
"1253";"19";1;12;1,159;19830,056;3;65534;1;"rough";"new";"10_14_2019"
"1254";"19";2;12;1,528;20582,198;3;65530;1;"smooth";"old";"10_14_2019"
"1255";"20";1;12;6,567;18839,031;4;65534;1;"smooth";"new";"10_14_2019"
"1256";"20";2;12;3,661;20424,722;27;65534;1;"rough";"old";"10_14_2019"
"1257";"18";1;12;8,322;18452,626;13091;33056;1;"smooth";"new";"10_14_2019"
"1258";"18";2;12;6,446;19578,163;15700;29228;1;"rough";"old";"10_14_2019"
"1259";"Kn99";1;12;2,972;20379,439;18361;27917;0;"smooth";"old";"10_14_2019"
"1260";"Kn99";2;12;2,88;20754,76;18715;28823;0;"smooth";"old";"10_14_2019"
"1261";"16";1;12;7,366;18520,399;9891;30716;1;"smooth";"new";"10_14_2019"
"1262";"16";2;12;7,938;19509,193;12266;31875;1;"smooth";"old";"10_14_2019"
"1263";"1";1;12;2,835;19275,63;17320;25531;1;"smooth";"new";"10_14_2019"
"1264";"1";2;12;4,264;20017,315;18312;27135;1;"smooth";"old";"10_14_2019"
"1265";"13";1;12;6,163;18850,731;14829;29157;1;"rough";"new";"10_14_2019"
"1266";"13";2;12;7,921;19549,429;13697;30819;1;"smooth";"old";"10_14_2019"
"1267";"10";1;12;7,505;19022,195;14137;26554;1;"smooth";"new";"10_14_2019"
"1268";"10";2;12;6,441;20359,139;16026;28602;1;"smooth";"old";"10_14_2019"
"1269";"9";1;12;0,874;20024,083;18607;22930;0;"smooth";"new";"10_14_2019"
"1270";"9";2;12;1,268;20317,606;19040;25402;0;"smooth";"old";"10_14_2019"
"1271";"23";1;12;8,613;18826,517;388;64910;1;"smooth";"new";"10_14_2019"
"1272";"23";2;12;3,993;19960,528;18407;27944;1;"smooth";"old";"10_14_2019"
