Strain,Replicate,Day,Area,Mean,Min,Max,,stack_position,stack,stack_size,group,run,issues,passage
32,3,12,8.164,19146.247,14239,38341,,4,13,12,p1,1,,10
32,2,12,4.312,18923.301,16835,29187,,5,13,12,p1,1,,10
32,1,12,7.929,18990.502,13914,34642,,6,13,12,p1,1,,10
37,3,12,2.476,19709.035,17688,29208,,7,13,12,p1,1,,10
37,2,12,1.754,19461.065,17477,33454,,8,13,12,p1,1,,10
37,1,12,3.563,19717.724,17285,28629,,9,13,12,p1,1,,10
25,3,12,8.033,19544.576,12093,33036,,10,13,12,p1,1,,10
25,2,12,8.407,19305.314,6339,33861,,11,13,12,p1,1,,10
25,1,12,7.6,19116.418,7396,30877,,12,13,12,p1,1,,10
34,3,12,8.717,19624.898,9946,35102,,1,14,6,p1,1,,10
34,2,12,8.646,19849.982,10408,33239,,2,14,6,p1,1,,10
34,1,12,8.336,21312.857,6814,39440,,3,14,6,p1,1,,10
1,3,12,3.845,19659.467,15096,36637,,4,14,6,p1,1,,10
1,2,12,2.923,19582.842,17032,31923,,5,14,6,p1,1,,10
1,1,12,4.039,20046.928,17303,33319,,6,14,6,p1,1,,10
